QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
604230, -6.30072, -5.96061, -6, 0.300716, -0.0393887, -3.29462, -3.05686, 0, 0, 0, 0, 0
604240, -5.96061, -5.60999, -6, -0.0393887, -0.390013, -3.29112, -3.06327, 0, 0, 0, 0, 0
604251, -5.96762, -5.96412, -6, -0.0323763, -0.0358825, -3.29208, -3.06963, 0, 0, 0, 0, 0
604260, -5.95009, -5.95009, -6, -0.0499077, -0.0499077, -3.29319, -3.07091, 0, 0, 0, 0, 0
604270, -5.96762, -5.96412, -6, -0.0323763, -0.0358825, -3.29429, -3.07219, 0, 0, 0, 0, 0
604280, -5.9536, -5.96061, -6, -0.0464015, -0.0393887, -3.29534, -3.07332, 0, 0, 0, 0, 0
604291, -6.30422, -5.9536, -6, 0.304223, -0.0464015, -3.29189, -3.0746, 0, 0, 0, 0, 0
604301, -5.9571, -5.95009, -6, -0.0428953, -0.0499077, -3.28839, -3.07603, 0, 0, 0, 0, 0
604310, -6.31825, -5.97464, -6, 0.318248, -0.0253639, -3.28471, -3.07716, 0, 0, 0, 0, 0
604320, -5.9571, -5.9536, -6, -0.0428953, -0.0464015, -3.28102, -3.07823, 0, 0, 0, 0, 0
604331, -6.31124, -5.96061, -6, 0.311235, -0.0393887, -3.27743, -3.07951, 0, 0, 0, 0, 0
604341, -5.9536, -5.95009, -6, -0.0464015, -0.0499077, -3.27389, -3.08084, 0, 0, 0, 0, 0
604350, -6.32175, -5.97464, -6, 0.321754, -0.0253639, -3.27021, -3.08197, 0, 0, 0, 0, 0
604360, -5.96061, -5.60999, -6, -0.0393887, -0.390013, -3.26643, -3.08817, 0, 0, 0, 0, 0
604370, -6.30773, -5.96061, -6, 0.307729, -0.0393887, -3.26284, -3.09458, 0, 0, 0, 0, 0
604381, -5.9536, -5.94659, -6, -0.0464015, -0.0534139, -3.25934, -3.09596, 0, 0, 0, 0, 0
